Dept,ClassNum,SectionNum,Units,StartTime,EndTime,Days,SeatsTaken,SeatsTotal,Professor,ClassCode,ClassMode,Desc,Rating
JS,152,1,3.0,0900,1015.0,TR,21,60,J Randle,23249,In Person,Juv Delinquency,3.9
SCWK,180,1,1.0,TBA,,TBA,10,20,G Fogle,30070,In Person,Individual Studies,3.7
KIN,280,2,2.0,TBA,,TBA,0,2,B Shifflett,20660,In Person,Adv Fldwk Sprt Mgt,1.6
HUM,001B,8,6.0,1200,1315.0,TR,19,35,K Peter,27901,In Person,Hum Honors 1B,4.7
HSPM,149,3,3.0,1800,2045.0,M,43,60,J Dworak,30413,In Person,Beer Appreciation,4.3
COMM,045,80,3.0,TBA,,TBA,23,25,G Firenzi,22999,Online Only - TBA Mtg Pat,Media and Culture,4.7
NUFS,135,5,3.0,1500,1745.0,R,5,30,A Carter,29565,In Person,Hlth Multiculture,4.1
MUSC,142,2,1.0,0930,1020.0,TR,8,10,S Bengochea,26679,In Person,Art Song Rep,2.49
DANC,010,4,3.0,1030,1145.0,MW,72,70,H Cooper,22481,In Person,Dance Appreciation,4.0
OCTH,216,3,3.0,1330,1615.0,W,19,21,H Pendleton,27136,In Person,Evaluation in OT,3.5
MATH,015S,3,3.0,0800,850.0,M,8,30,M Zoubeidi,29460,In Person,Stats Statway B,2.49
EDSE,105,2,6.0,TBA,,TBA,5,6,J Totter,26748,In Person,Sup Ind Plan Eval,2.49
COMM,199C,80,4.0,TBA,,TBA,25,25,B Brockmann,22631,Online Only - TBA Mtg Pat,Senior Seminar,4.5
SOCS,137,1,3.0,0900,1015.0,TR,17,25,W Rouse,27131,In Person,CA Hist Soc Sci Pers,4.8
MUSC,019,1,3.0,1800,2045.0,M,32,50,R Sacolick,28358,In Person,Mus Wrld Cultures,3.4
PSYC,102,1,3.0,0900,1015.0,MW,39,40,M Alvarez,25001,In Person,Psyc of Childhood,4.7
LING,123,4,3.0,1330,1445.0,MW,25,25,D Malinowski,21783,In Person,Sound Comm,5.0
ENGR,100W,12,0.0,1420,1520.0,MW,23,22,J Leih,20911,In Person,Engr Reports,4.2
ENGL,002,3,3.0,0730,845.0,MW,25,25,J Damm,22458,In Person,Critical Thinking and Writing,2.49
MUSC,012,1,3.0,1030,1145.0,MW,48,50,G Haramaki,22250,In Person,Med Ren Music,4.2
NURS,146B,6,2.0,0700,1300.0,W,9,10,A Puck,20353,In Person,Mat Hlth Clinical,2.49
MUSC,144,2,1.0,1530,1720.0,M,13,20,F Levy,20446,In Person,REP:Solo Lit Perf Pract,2.49
SCI,001,12,1.5,1630,1745.0,TR,18,45,K Singmaster,28499,In Person,Acadmc Excel Wkshp,4.7
TECH,020A,2,2.0,1200,1250.0,T,16,25,K Behzad,29992,In Person,Comp Aid Graphics,2.49
BIOL,145L,2,2.0,0900,1445.0,F,15,22,M deVries,27950,In Person,Marine Ecology Lab,2.49
ADV,094,1,3.0,1800,2045.0,M,10,30,D Williams,29962,In Person,Desn Fundamental 2,3.7
MS,298,64,4.0,TBA,,TBA,0,25,,21681,In Person,Resrch Mar Sci,2.49
CE,170,5,3.0,1030,1120.0,MW,15,12,U Ndon,23403,In Person,Prin Environ Engr,3.2
MATH,030,5,3.0,1030,1145.0,TR,35,35,H Katsuura,28916,In Person,Calculus I,2.1
ME,106,3,0.0,1800,2045.0,W,14,20,,27105,In Person,Fund Mechatro Engr,2.49
COMM,101C,1,4.0,1200,1315.0,M,25,25,K Williams,20945,2 Pat - Mtg Pat & TBA (See Class Note),Theorizing Comm,4.3
CE,299,1,3.0,TBA,,TBA,0,40,,20584,In Person,Masters Thesis,2.49
CMPE,295A,3,3.0,1800,2045.0,F,23,30,,22078,In Person,Master Project I,2.49
CS,151,1,3.0,1800,1915.0,MW,62,63,T Karra,23564,In Person,Object Orntd Dsgn,1.5
EE,298I,2,2.0,TBA,,TBA,0,5,T Le,21131,In Person,EE Internship Experience,2.7
EDCO,180,4,2.0,1100,1250.0,F,21,25,B Petersen,26068,In Person,Individual Studies,2.49
TA,055,1,3.0,1200,1315.0,TR,22,25,A Bechert,25841,In Person,Design for Theatre,5.0
HS,161,10,0.0,1700,1750.0,M,28,25,S Martin,28268,In Person,Epidemiology,2.49
SCI,002,1,3.0,1030,1120.0,MW,10,20,S Lilienthal,28824,In Person,Success in Science,4.0
ENGL,001A,22,3.0,0900,1015.0,MW,22,23,A Stdennis,22867,In Person,First Year Writing,2.49
BUS4,091L,12,1.0,1500,1615.0,R,43,38,M Splane,25226,In Person,Comp Tools for Bus,4.8
KIN,069,1,3.0,0900,1015.0,MW,30,30,C Carrillo,21478,In Person,Stress Management,4.6
BOT,113,11,0.0,1200,1445.0,T,1,40,B Dawson,29495,In Person,Comp Taxonomy,3.8
NURS,147A,10,2.0,0800,1400.0,S,9,10,R Khalsa,30415,In Person,Mental Health Clin,2.49
BIOL,135B,2,3.0,0900,1015.0,MW,28,40,J Soto,29963,In Person,Molec Cell Biol II,2.7
NUFS,298,6,3.0,TBA,,TBA,0,10,X Feng,20671,In Person,Special Studies,
OCTH,226,2,3.0,0900,1145.0,W,19,21,C Boitano,21594,In Person,OT with Children,2.49
ART,147,1,3.0,0900,1150.0,TR,22,24,Y Escalante,29012,In Person,Soldering and Cold Connections,4.2
MS,298,3,3.0,TBA,,TBA,0,25,,21687,In Person,Resrch Mar Sci,2.49
CHIN,101B,1,4.0,1030,1145.0,TR,13,21,S Chuang,25368,2 Pat - Mtg Pat & TBA (See Class Note),Advanced Chinese,3.2
ECON,103,80,0.0,TBA,,TBA,31,40,,28883,Online Only - TBA Mtg Pat,Econometrics,2.49
ANI,013,3,3.0,1200,1450.0,MW,25,25,L Hill,23576,In Person,Drawing Ani/Ill I,
NUFS,163,8,3.0,1030,1145.0,MW,8,32,A Bloom,28477,In Person,Phys Fit + Nutrit,3.0
MATH,269,1,3.0,1630,1745.0,MW,15,25,A Gottlieb,29162,In Person,Stat Consulting,4.2
MATH,071W,9,1.0,1200,1315.0,TR,27,28,H Tong,21811,In Person,Calc Wkshp Bus/Avi,2.49
PHIL,134,83,3.0,TBA,,TBA,42,42,E Sonnier,21400,Online Only - TBA Mtg Pat,"Computers, Ethics, Society",3.4
CHAD,159,1,3.0,1500,1550.0,W,61,45,K Cross,22909,In Person,Child Dev K-8 Prac,5.0
COMM,161F,80,4.0,TBA,,TBA,25,25,S Hinerman,28101,Online Only - TBA Mtg Pat,Comm & Culture,3.9
PSYC,001,8,3.0,1330,1445.0,TR,177,175,G Feist,27405,In Person,Introductory Psychology,2.49
ENGL,001B,22,3.0,1630,1745.0,MW,25,25,F Kirk,28129,In Person,Argument and Analysis,5.0
EE,097,6,1.0,1800,2045.0,T,12,20,K Ghadiri,28313,In Person,Intro EE Lab,2.3
HS,126,1,3.0,1330,1445.0,TR,1,40,S Snycerski,29178,In Person,Drugs + Brain & Beh,3.6
NUFS,298,29,2.0,TBA,,TBA,1,10,F Yambrach,26659,In Person,Special Studies,4.9
NURS,044,5,3.0,1400,2300.0,T,9,10,P Mayer,20225,In Person,Adult Care Clin Pract I,2.49
ZOOL,113,1,3.0,0830,920.0,TR,3,40,B Dawson,29496,In Person,Comp Taxonomy,3.8
SOCI,298,32,3.0,TBA,,TBA,1,2,Y Kwan,20550,In Person,Special Studies,4.2
HSPM,175,80,3.0,TBA,,TBA,37,40,F Memarzadeh,23527,Online Only - TBA Mtg Pat,Entrepreneurship,5.0
KIN,185,6,1.0,0830,920.0,W,22,20,A Dietrich,30442,In Person,Senior Seminar,5.0
KIN,166,6,0.0,1600,1750.0,R,25,20,K Thompson,29871,In Person,Motor Learning,5.0
RECL,112,2,3.0,1330,1445.0,TR,25,25,B Grosvenor,28298,In Person,Intro to RT,3.7
PSYC,001,6,3.0,1800,2045.0,R,35,38,L Tinson,25000,In Person,Introductory Psychology,4.2
BUS5,140,86,3.0,TBA,,TBA,45,45,S Zhou,25306,Online Only - TBA Mtg Pat,Fund of Oper Mgmt,3.7
ENGL,001A,36,3.0,1500,1615.0,TR,22,23,L Lindelof,28027,In Person,First Year Writing,3.8
NUFS,135,1,3.0,1500,1745.0,T,3,30,N Trainor,29561,In Person,Hlth Multiculture,1.7
CHEM,001B,15,0.0,1200,1615.0,R,27,23,K Wirth,24084,In Person,Gen Chem,4.0
NUFS,111,1,3.0,0900,1040.0,T,40,40,J Kubota,23142,In Person,Fdserv Prod Mgmt,4.0
KIN,168,1,3.0,1330,1445.0,MW,42,40,T Butryn,20407,In Person,Psych of Coaching,4.3
MATH,030P,2,5.0,1330,1455.0,MWF,70,60,P Tanniru,28909,In Person,Cal I with Precal,2.5
ANI,013,1,3.0,0830,1410.0,F,24,25,S Borenstein,21233,In Person,Drawing Ani/Ill I,4.0
GEOG,180,1,3.0,TBA,,TBA,0,1,,20759,In Person,Indiv Studies,2.49
BIOL,180,41,3.0,TBA,,TBA,1,15,E Skovran,25142,In Person,Indiv Studies,4.4
SOCI,298,34,3.0,TBA,,TBA,1,2,E Sweet,21859,In Person,Special Studies,4.4
RTVF,160,81,3.0,TBA,,TBA,24,25,S Sublett,25871,Online Only - TBA Mtg Pat,Intro Screenwriting,4.5
LLD,100A,8,3.0,1330,1445.0,TR,20,20,S Alkire,22966,In Person,Writing Competency,4.5
GEOL,135,3,4.0,1330,1445.0,TR,4,18,J Miller,30019,In Person,Geochemistry,4.6
COMM,198,5,1.0,TBA,,TBA,34,15,M Spangler,21091,In Person,Comm Applied Activity,4.6
INFO,298,1,1.0,TBA,,TBA,0,25,D Faires,22496,Online Only - TBA Mtg Pat,Special Study,2.49
KIN,174,1,3.0,1600,1845.0,R,37,30,J Lee,21327,In Person,Assess Psychomotor,5.0
ANI,122,1,3.0,0800,1050.0,TR,26,25,O Aurelio,21239,In Person,Illus Fundmntl III,4.7
COMM,100W,6,3.0,1800,1915.0,M,26,25,D Galan,21245,2 Pat - Mtg Pat & TBA (See Class Note),Writing Workshop,2.3
CHEM,190,1,1.0,1330,1600.0,F,28,25,L Cheruzel,30260,In Person,Intro to Research,3.8
MATH,129A,6,3.0,1500,1615.0,TR,34,35,O Kovaleva,26118,In Person,Linear Algebra I,3.3
CHEM,298,11,2.0,TBA,,TBA,0,2,L Miller Conrad,26767,In Person,Research,2.49
CHE,200,3,3.0,1500,1650.0,F,21,40,Y Schneider,30365,In Person,Research Methods,2.49
NURS,033,2,2.0,1700,1840.0,W,30,30,M Haririfar,21656,In Person,Prof Role Dev I,4.5
POLS,103,1,4.0,0900,1015.0,TR,35,40,K Yeager,27980,In Person,Local Politics,2.49
HS,161,3,3.0,1500,1650.0,T,48,48,D Cao,25736,In Person,Epidemiology,5.0
ENVS,152,82,3.0,TBA,,TBA,19,25,B Olszewski,30386,Online Only - TBA Mtg Pat,Global Environment,2.5
LLD,100WB,83,3.0,TBA,,TBA,25,25,M Modirzadeh,27378,Online Only - TBA Mtg Pat,Wrtg Wrkshp Bsns Stdnts,2.49
KNED,184Z,1,4.0,TBA,,TBA,5,10,D Daum,20643,In Person,Stdt Tchg III,4.7
JS,181,13,6.0,TBA,,TBA,0,5,G Howard,24215,In Person,Internship in JS,2.49
NUFS,117,1,2.0,0900,1040.0,F,9,16,X Feng,28462,In Person,Food Eval Techniq,
MUSC,040A,1,2.0,1030,1100.0,TR,26,35,T Langan,23081,In Person,Jazz Improv - I,2.49
UNVS,095B,13,2.0,1630,1720.0,M,13,25,M Randle,30166,2 Pat - Mtg & OL Pat (See Class Note),FYE Academic Success,2.2
AE,142,1,3.0,1630,1745.0,MW,16,40,J Hunter,28034,In Person,Astrodynamics,4.5
SCWK,250,1,3.0,1800,2045.0,M,12,30,M Breaux,25344,In Person,Policy Prac Aging,2.49
HSPM,149,1,3.0,1500,1745.0,M,60,55,J Dworak,22066,In Person,Beer Appreciation,4.3
ENGR,100W,41,3.0,0930,1120.0,F,25,22,J Leih,22353,In Person,Engr Reports,4.2
CHIN,132,80,4.0,TBA,,TBA,17,30,S Chuang,30014,Online Only - TBA Mtg Pat,Chin for Careers,3.2
MUSC,004B,1,1.0,1130,1220.0,TR,15,20,B Belet,20206,In Person,Music Systems IVB,3.9
INFO,250,2,3.0,TBA,,TBA,3,35,D Loertscher,22890,Online Only - TBA Mtg Pat,Instr Dsgn Info Prof,
PSYC,190,4,3.0,1630,1915.0,T,24,23,M Beristianos,27456,In Person,Curr Iss Capstone,4.0
SCWK,231,4,4.0,TBA,,TBA,9,30,B Tavera,25329,In Person,Soc W Pract II,2.49
MATH,138,1,3.0,1330,1445.0,TR,32,30,S Obaid,26149,In Person,Complex Variable,4.6
ENVS,100W,2,3.0,1500,1615.0,MW,22,20,A Petersen,27857,In Person,Env Res and Writ,3.1
PSYC,191,4,3.0,1200,1315.0,TR,43,45,J Ventura,21028,In Person,Psych of Prejudice,4.8
PSYC,100W,6,3.0,1330,1445.0,MW,24,24,J Fanos,22243,In Person,Writing Workshop,4.2
NUFS,180,7,1.0,TBA,,TBA,1,20,J Gieng,21522,In Person,Individual Studies,5.0
URBP,298B,3,3.0,TBA,,TBA,8,10,R Kos,21230,In Person,Special Study: Pln Rpt Comp,3.0
SCWK,100W,3,3.0,1800,2045.0,R,26,25,C Burkett,22768,In Person,Writing Workshop,2.49
PKG,159,1,3.0,0900,1015.0,TR,16,20,X Liu,28538,In Person,Pkg Mtrl Hndlng Dist,2.49
NURS,044,7,3.0,1400,2300.0,W,8,10,M Diaz,20226,In Person,Adult Care Clin Pract I,2.49
GEOG,299,3,4.0,TBA,,TBA,0,1,K Richardson,21027,In Person,MA Thesis/Project,4.2
PSYC,102,3,3.0,1630,1745.0,TR,119,119,C Duh,25003,In Person,Psyc of Childhood,4.0
MS,298,44,4.0,TBA,,TBA,1,25,,21673,In Person,Resrch Mar Sci,2.49
URBP,190,10,0.0,TBA,,TBA,0,22,A Marquez,29424,In Person,Adv EIA,3.0
BIOL,066,25,0.0,0730,1020.0,T,24,24,V Jimenez,20338,In Person,Human Physiology,2.49
MTED,184S,1,1.0,1630,1830.0,R,2,10,C Roddick,22747,In Person,MthEd Phase II Sem,4.5
INFO,232,1,3.0,TBA,,TBA,34,35,R Barefoot,24761,Online Only - TBA Mtg Pat,Iss Publ Libs,2.49
KIN,160,2,3.0,1330,1445.0,TR,40,40,M Dao,29069,In Person,Hist of Sport & PE,4.0
CMPE,030,5,0.0,1630,1920.0,T,27,30,I Cokgor,30252,In Person,Programming Concept & Meth,2.5
HUM,002B,6,6.0,1030,1145.0,TR,24,35,L Trost,27916,In Person,Hum Honors 2B,3.7
SOCI,171,1,3.0,1330,1445.0,MW,35,35,T DeHaan,24140,In Person,Person and Society,4.3
RELS,184,3,3.0,TBA,,TBA,1,1,J Rycenga,27943,In Person,Directed Reading,4.4
PHIL,195,1,3.0,1500,1615.0,MW,13,25,A Delunas,25686,In Person,Sem in Phil Law,4.7
KIN,285,2,2.0,TBA,,TBA,1,2,B Shifflett,20669,In Person,Internship Kinesiology,1.6
BUS5,016,1,3.0,1030,1145.0,TR,41,45,J Tan,25200,In Person,Intro Lrdshp & Innov,3.2
RTVF,030,4,0.0,1530,1715.0,R,18,18,C Guzzetta,27750,In Person,Intro Film/TV Prod,4.5
KIN,046A,4,1.0,1330,1420.0,MW,27,40,B Ayers Jr,28488,In Person,Beg Social Dance,2.49
ART,162,1,3.0,1200,1450.0,MW,24,24,T Powers,21923,In Person,Watercolor,2.49
INFO,261A,1,3.0,TBA,,TBA,17,35,A Bernier,23548,Online Only - TBA Mtg Pat,Prgrm and Srvcs for Yas,1.0
PHYS,050W,3,1.0,1100,1250.0,W,10,20,E Sigari,21146,In Person,Physics Workshop,5.0
MATH,279B,1,3.0,1200,1315.0,TR,6,10,S Jahanbekam,29920,In Person,Adv Graph Theory,4.9
ENGR,120,1,3.0,1200,1315.0,TR,39,40,V Carr,23254,In Person,Prog for Soc Sci,4.5
ENGL,001AS,16,3.0,1330,1445.0,MW,19,22,J Logan,23616,In Person,FYW: Stretch English II,5.0
AAS,033B,8,3.0,1030,1145.0,TR,39,40,S Choi,23810,In Person,AAS History II,3.5
ART,138,1,3.0,1630,1920.0,TR,23,25,B Hughes,23489,In Person,Elem Art Methods,
UNVS,095B,10,2.0,1630,1720.0,M,13,25,M Randle,30163,2 Pat - Mtg & OL Pat (See Class Note),FYE Academic Success,2.2
CS,271,1,3.0,0900,1015.0,TR,21,20,M Stamp,27544,In Person,Top Machine Learn,4.4
ZOOL,143,1,3.0,0830,1020.0,M,6,24,E McGee-Bergerol,29547,In Person,Biogeography,2.49
KIN,167,1,3.0,0900,1015.0,MW,28,40,J Steidinger,28610,In Person,Sports Psychology,2.49
RTVF,031,80,3.0,TBA,,TBA,30,30,B Sarrafan,21068,Online Only - TBA Mtg Pat,Film/TV Aesthetics,4.5
GEOG,197,2,3.0,TBA,,TBA,1,1,K Richardson,22103,In Person,Geog Internship,4.2
BME,065,1,2.0,1630,1720.0,TR,55,80,A Bellofiore,27087,In Person,BME Appl Statics,5.0
DANC,194,1,1.0,TBA,,TBA,19,5,H Cooper,25693,In Person,Dance Repertory,4.0
DANC,145A,1,3.0,1330,1520.0,T,15,25,D Serapio,21721,In Person,Choreography I,2.49
PHIL,010,8,3.0,1230,1515.0,F,9,35,C RUEDA,25543,In Person,Intro to Phil,2.49
NUFS,144,8,3.0,1030,1145.0,MW,31,30,M Hall,24181,In Person,Food Culture,2.49
CS,146,4,3.0,1200,1315.0,TR,31,30,C Wu,25021,In Person,Data Struct & Alg,2.49
MATE,198B,2,0.0,1000,1245.0,F,23,30,R Chung,27324,In Person,Sr Design Proj,2.49
BIOL,115,17,0.0,1230,1320.0,F,20,24,R French,22935,In Person,General Genetics,3.2
HS,135,3,3.0,1200,1445.0,M,31,30,M Bondi,28244,In Person,Hlth Multiculture,4.0
PHIL,010,5,3.0,1200,1315.0,TR,38,40,D Williamson,21395,In Person,Intro to Phil,3.5
POLS,153,1,4.0,1630,1915.0,W,24,40,D Dudley,27991,In Person,European Union,4.0
MATH,019W,7,1.0,1630,1745.0,TR,24,28,W So,28683,In Person,Precalculus Workshop,3.2
ENGR,299,4,4.0,TBA,,TBA,0,25,,21020,In Person,Masters Thesis,2.49
FREN,001A,83,4.0,TBA,,TBA,30,40,J Desalvo,23790,Online Only - TBA Mtg Pat,Elem French,2.7
MUSC,027B,1,1.0,1530,1620.0,MW,10,10,J Dryden,23071,In Person,Fund Jazz KBD II,2.49
ENGR,100W,35,3.0,1400,1550.0,R,23,22,S Knapp,22339,Online Only - With Mtg Pattern,Engr Reports,4.0
BUS,220K,80,3.0,TBA,,TBA,16,40,C Lycurgus,23246,Online Only - TBA Mtg Pat,Practicum,
NUFS,101A,4,0.0,0900,1145.0,M,18,20,A Telias,25869,In Person,Food Science,2.49
GEOL,008,2,3.0,1500,1615.0,MW,64,63,B Buerer,23325,In Person,Age of Dinosaurs,3.9
NUFS,192,3,3.0,TBA,,TBA,0,20,D Billings,25917,In Person,Fld Exp NufS/Pkg,3.3
MS,263,2,0.0,TBA,,TBA,1,20,,22726,In Person,Data Analysis Marine Science,2.49
SCED,297,2,1.0,TBA,,TBA,1,10,T Visintainer,26628,In Person,Sci Ed Research,2.49
DANC,145A,2,0.0,1330,1520.0,R,15,25,D Serapio,21722,In Person,Choreography I,2.49
BUS3,161B,2,3.0,1200,1315.0,TR,45,45,T Altura,20114,In Person,Org Theory,4.4
BUS3,186,86,3.0,TBA,,TBA,25,45,T Gullion,29301,Online Only - TBA Mtg Pat,Prof & Bus Ethics,4.5
BUS,250,2,3.0,1800,2200.0,M,29,35,S Malos,22383,In Person,Law & Ethics,3.0
CMPE,295B,3,3.0,1800,2045.0,F,30,30,,22089,In Person,Master Project II,2.49
HA,157SL,2,3.0,1500,1745.0,W,0,25,K Cole,29400,In Person,Comm Action & Serv,
MS,298,2,2.0,TBA,,TBA,0,25,,21686,In Person,Resrch Mar Sci,2.49
DSGN,197,1,3.0,0800,1050.0,TR,26,25,A English,24893,In Person,BA Senior Project,4.3
EDCO,227,2,3.0,1900,2145.0,R,23,30,M Schekman,22979,In Person,Sch Fam Comm,4.2
MS,298,54,4.0,TBA,,TBA,0,25,,21677,In Person,Resrch Mar Sci,2.49
CHAD,173,3,3.0,1030,1145.0,MW,26,25,M Fusaro,23643,In Person,Cr Iss Inf/Tod Dev,3.3
CHAD,150,3,3.0,1200,1315.0,MW,27,30,L Lasman,25850,In Person,Devlp Comm Compet,3.0
CHEM,001A,16,0.0,0730,1020.0,W,20,27,N Salehi,20131,In Person,General Chem,4.0
HSPM,191A,1,2.0,TBA,,TBA,14,40,L Shroder,27149,In Person,Internship Level 1,2.49
BUS3,189,15,3.0,1200,1315.0,TR,36,30,R Roman,21957,In Person,Strategic Mgmt,3.6
CS,046B,11,0.0,0800,1045.0,F,30,30,W Lee,24963,In Person,Intro to Data Strc,
COMM,168B,3,3.0,1030,1145.0,TR,8,40,P Brown,28432,In Person,Global Climate Change II,
CHEM,001A,30,0.0,1430,1720.0,M,26,27,I Slobodov,26059,In Person,General Chem,2.49
CA,190,2,2.0,TBA,,TBA,0,1,S Riley,20460,In Person,Field Work-Intern,4.0
KIN,035A,6,1.0,1630,1720.0,MW,30,32,J Fonda,20389,In Person,Begin Wt Training,4.5
EDSE,115,1,3.0,1330,1445.0,MW,28,30,E Smith,23878,In Person,Intro to Deaf Culture,4.8
COMM,020,20,3.0,1630,1745.0,T,24,25,B McMurray,22054,2 Pat - Mtg Pat & TBA (See Class Note),Public Speaking,2.49
CHEM,001B,13,0.0,0730,1145.0,R,24,23,B Serrano,24082,In Person,Gen Chem,4.7
MCOM,104,80,3.0,TBA,,TBA,40,45,P Young,23280,Online Only - TBA Mtg Pat,Mass Comm Research,5.0
SE,123A,1,3.0,1030,1145.0,MW,0,30,,29568,In Person,Bioinformatics I,2.49
BIOL,066,22,0.0,1030,1320.0,M,22,24,B Dupriest,20336,In Person,Human Physiology,2.49
AE,100,2,3.0,1500,1615.0,MW,8,20,S Montgomery,30186,In Person,Fund Aerospace Eng,5.0
MUSC,060M,1,1.0,1900,2100.0,T,3,15,M Hernandez,21716,In Person,SaxophoneEns,2.49
CHAD,160,2,0.0,0845,1145.0,MW,13,6,J Foster,22984,In Person,Child Dev Pract,4.4
BME,210,1,3.0,1800,2045.0,W,34,70,M Leineweber,28346,In Person,Mathematics in BME,2.5
ART,178,2,3.0,TBA,,TBA,12,10,A Raynsford,30425,In Person,Art Field Work,4.0
MATE,299I,1,3.0,1500,1745.0,F,0,20,X Sinha,27362,In Person,MS Thesis Intern,2.49
SCWK,121,4,3.0,1200,1445.0,W,18,24,E Bruce,29597,In Person,Soc Wel Ins II,4.2
ANI,161,1,3.0,1200,1450.0,MW,14,20,M Meeker,22539,In Person,Digital Anim I,2.49
SOCI,104,4,3.0,1800,2045.0,W,22,30,J DeHaan,27777,In Person,Quantit Res Meth,2.49
MS,299,51,4.0,TBA,,TBA,0,25,,21691,In Person,Masters Thesis,2.49
MATH,042,2,3.0,1030,1145.0,MW,39,35,J Cavallaro,28931,In Person,Discrete Math,1.5
ENGL,100WB,5,3.0,1500,1615.0,MW,25,25,J Hessler,24467,In Person,Written Comm Business,4.0
BUS5,140,85,3.0,TBA,,TBA,45,45,S Zhou,25305,Online Only - TBA Mtg Pat,Fund of Oper Mgmt,3.7
EE,198B,4,3.0,0900,1800.0,S,3,15,T Le,25109,In Person,EE Sr Dsgn Proj II,2.7
ANTH,146,1,3.0,1330,1445.0,MW,29,40,G Bousquet,30061,In Person,Culture & Conflict,3.1
CCS,074,5,3.0,1030,1145.0,TR,25,25,F Ponce,28093,In Person,Public Address,4.5
CHE,163L,2,0.0,1500,1745.0,M,12,12,A Chetty,27515,In Person,UG ChE Lab II,2.49
CHEM,001A,6,0.0,0930,1020.0,F,115,110,N Salehi,22407,In Person,General Chem,4.0
POLS,190H,1,1.0,TBA,,TBA,2,5,S Pinnell,23158,In Person,Honors Thesis,3.6
KIN,163,8,3.0,1030,1145.0,MW,24,32,A Bloom,29322,In Person,Phys Fit + Nutrit,3.0
GEOL,007,1,4.0,0900,1015.0,TR,46,63,J Petsche,20371,In Person,Earth Time and Life,2.49
COMM,231R,1,4.0,1500,1745.0,M,10,15,N Yeboah,28448,In Person,Present Aesthetics,3.3
GEOL,001,9,0.0,1130,1415.0,R,24,25,R Beltracchi,24068,In Person,General Geology,2.49
LLD,250W,1,3.0,1800,2045.0,T,9,15,S Frazier,22201,In Person,Prof in Ling TESOL,4.5
PHOT,040,1,3.0,0800,1050.0,MW,16,24,A Andrawes,21366,In Person,Beg Photography,2.49
ENGL,002,34,3.0,1630,1745.0,MW,24,25,C Mujal,24446,In Person,Critical Thinking and Writing,3.8
LING,024,2,3.0,0900,1015.0,TR,20,25,T Chatterjee,24703,In Person,Language Variation,3.8
PHYS,051,5,4.0,1200,1315.0,MW,39,40,P Beyersdorf,22145,In Person,General Physics,3.8
COMM,020,15,3.0,1030,1145.0,M,25,25,S Eckstone,22047,2 Pat - Mtg Pat & TBA (See Class Note),Public Speaking,3.5
INFO,266,1,3.0,TBA,,TBA,23,35,J Bodart,22410,Online Only - TBA Mtg Pat,Collection Mgmt,1.0
SCI,001,3,1.5,1330,1445.0,TR,30,30,K Singmaster,24156,In Person,Acadmc Excel Wkshp,4.7
ENGL,299,3,3.0,TBA,,TBA,1,3,R McNabb,21399,In Person,University Thesis,2.49
JOUR,061,2,3.0,1030,1145.0,TR,20,20,N Garud Patkar,23309,In Person,Prnt/Mag and Online Wrtg,5.0
NUFS,100W,1,3.0,0900,1015.0,TR,0,25,N Williams,29514,In Person,Writing Workshop,2.49
JOUR,137,1,3.0,1030,1145.0,TR,10,20,S Fosdick,22588,In Person,Reviewing the Arts,3.8
COMM,149F,80,4.0,TBA,,TBA,26,25,A Wood,28417,Online Only - TBA Mtg Pat,Rhet Public Life,4.7
ART,074,2,3.0,1200,1450.0,MW,18,24,L Nein,21087,In Person,Intro to Digital Media,2.49
LING,202A,1,3.0,1330,1445.0,MW,6,15,C Donlay,22551,In Person,Syntactic Theory,4.0
MATE,144,1,1.0,1800,2045.0,W,16,15,C Peters,27417,In Person,XRD Lab,3.8
SE,154,2,3.0,1500,1615.0,TR,0,30,A Yazdankhah,29433,In Person,Formal Lang & Comput,3.8
PKG,180,8,2.0,TBA,,TBA,0,10,X Liu,25909,In Person,Individual Studies,2.49
PHYS,052,14,0.0,0900,1150.0,T,16,16,S Morgan,20270,In Person,General Physics,3.3
CMPE,255,1,3.0,1800,2045.0,W,46,55,C Rojas,23430,In Person,Data Mining,2.49
STAT,235,2,3.0,1500,1615.0,MW,7,15,H Tokunaga,27551,In Person,Multivar Analysis,4.5
ENGR,100W,7,3.0,0930,1020.0,MW,21,22,C Cordero,20173,In Person,Engr Reports,3.7
MATE,143,2,1.0,1030,1315.0,T,10,15,C Peters,27416,In Person,Prin Scng Micrscpy,3.8
KIN,170C,2,2.0,TBA,,TBA,0,2,J Lee,20626,In Person,Fieldwork-Adapted,5.0
EE,140,1,3.0,0900,1015.0,TR,76,80,R Kwok,24718,In Person,Prin E & M Fields,3.4
MCOM,180,2,2.0,TBA,,TBA,2,20,P Johnson,20690,In Person,Independent Study,2.49
BIOL,100W,1,3.0,1030,1315.0,M,26,24,K Youngman,20757,In Person,Sci Commun Wkshp,2.4
POLS,002,1,3.0,0900,1015.0,TR,43,40,M Ordonez Astete,27839,In Person,Intro Comp Pol,2.49
PHYS,050,31,0.0,1200,1450.0,R,12,16,N Adham,28428,In Person,General Physics,2.49
ISE,164,1,3.0,1800,2045.0,T,75,80,A Moallem,27169,In Person,Comp & Hum Interact,2.4
KIN,029,3,1.0,0930,1020.0,TR,32,30,F Ghiasvand,28467,In Person,Cardio Kickboxing,3.7
